ID,Authors,Year,Journal,Title,Abstract,Keywords,Decision1,Decision2,label
465,Augestad,2012,Journal of the American Medical Informatics Association : JAMIA,Standards for reporting randomized controlled trials in medical informatics: a systematic review of CONSORT adherence in RCTs on clinical decision support,"INTRODUCTION: The Consolidated Standards for Reporting Trials (CONSORT) were published to standardize reporting and improve the quality of clinical trials. The objective of this study is to assess CONSORT adherence in randomized clinical trials (RCT) of disease specific clinical decision support (CDS). METHODS: A systematic search was conducted of the Medline, EMBASE, and Cochrane databases. RCTs on CDS were assessed against CONSORT guidelines and the Jadad score. RESULT: 32 of 3784 papers identified in the primary search were included in the final review. 181 702 patients and 7315 physicians participated in the selected trials. Most trials were performed in primary care (22), including 897 general practitioner offices. RCTs assessing CDS for asthma (4), diabetes (4), and hyperlipidemia (3) were the most common. Thirteen CDS systems (40%) were implemented in electronic medical records, and 14 (43%) provided automatic alerts. CONSORT and Jadad scores were generally low; the mean CONSORT score was 30.75 (95% CI 27.0 to 34.5), median score 32, range 21-38. Fourteen trials (43%) did not clearly define the study objective, and 11 studies (34%) did not include a sample size calculation. Outcome measures were adequately identified and defined in 23 (71%) trials; adverse events or side effects were not reported in 20 trials (62%). Thirteen trials (40%) were of superior quality according to the Jadad score (>/=3 points). Six trials (18%) reported on long-term implementation of CDS. CONCLUSION: The overall quality of reporting RCTs was low. There is a need to develop standards for reporting RCTs in medical informatics."," *Decision Support Systems, Clinical; Evidence-Based Medicine; *Guideline Adherence; Guidelines as Topic; Humans; Medical Informatics/*standards; Publishing/*standards; Quality Control; Randomized Controlled Trials as Topic/*standards; Research Design/standards",-2,,
466,Botsis,2011,Journal of the American Medical Informatics Association : JAMIA,Text mining for the Vaccine Adverse Event Reporting System: medical text classification using informative feature selection,"OBJECTIVE: The US Vaccine Adverse Event Reporting System (VAERS) collects spontaneous reports of adverse events following vaccination. Medical officers review the reports and often apply standardized case definitions, such as those developed by the Brighton Collaboration. Our objective was to demonstrate a multi-level text mining approach for automated text classification of VAERS reports that could potentially reduce human workload. DESIGN: We selected 6034 VAERS reports for H1N1 vaccine that were classified by medical officers as potentially positive (N(pos)=237) or negative for anaphylaxis. We created a categorized corpus of text files that included the class label and the symptom text field of each report. A validation set of 1100 labeled text files was also used. Text mining techniques were applied to extract three feature sets for important keywords, low- and high-level patterns. A rule-based classifier processed the high-level feature representation, while several machine learning classifiers were trained for the remaining two feature representations. MEASUREMENTS: Classifiers' performance was evaluated by macro-averaging recall, precision, and F-measure, and Friedman's test; misclassification error rate analysis was also performed. RESULTS: Rule-based classifier, boosted trees, and weighted support vector machines performed well in terms of macro-recall, however at the expense of a higher mean misclassification error rate. The rule-based classifier performed very well in terms of average sensitivity and specificity (79.05% and 94.80%, respectively). CONCLUSION: Our validated results showed the possibility of developing effective medical text classifiers for VAERS reports by combining text mining with informative feature selection; this strategy has the potential to reduce reviewer workload considerably."," *Adverse Drug Reaction Reporting Systems/classification; Anaphylaxis/*epidemiology/etiology; Artificial Intelligence; Data Mining/*methods; Humans; Influenza A Virus, H1N1 Subtype; *Natural Language Processing; Reproducibility of Results; Sensitivity and Specificity; Support Vector Machine; United States/epidemiology; Viral Vaccines/*adverse effects",-1,,
467,Chazard,2011,Studies in health technology and informatics,The ADE scorecards: a tool for adverse drug event detection in electronic health records,"Although several methods exist for Adverse Drug events (ADE) detection due to past hospitalizations, a tool that could display those ADEs to the physicians does not exist yet. This article presents the ADE Scorecards, a Web tool that enables to screen past hospitalizations extracted from Electronic Health Records (EHR), using a set of ADE detection rules, presently rules discovered by data mining. The tool enables the physicians to (1) get contextualized statistics about the ADEs that happen in their medical department, (2) see the rules that are useful in their department, i.e. the rules that could have enabled to prevent those ADEs and (3) review in detail the ADE cases, through a comprehensive interface displaying the diagnoses, procedures, lab results, administered drugs and anonymized records. The article shows a demonstration of the tool through a use case."," Data Mining/*methods; Drug-Related Side Effects and Adverse Reactions/*prevention & control; Humans; Information Systems/organization & administration; *Internet; Medical Records Systems, Computerized/*organization & administration",-1,,
468,Goddard,2012,Journal of the American Medical Informatics Association : JAMIA,"Automation bias: a systematic review of frequency, effect mediators, and mitigators","Automation bias (AB)--the tendency to over-rely on automation--has been studied in various academic fields. Clinical decision support systems (CDSS) aim to benefit the clinical decision-making process. Although most research shows overall improved performance with use, there is often a failure to recognize the new errors that CDSS can introduce. With a focus on healthcare, a systematic review of the literature from a variety of research fields has been carried out, assessing the frequency and severity of AB, the effect mediators, and interventions potentially mitigating this effect. This is discussed alongside automation-induced complacency, or insufficient monitoring of automation output. A mix of subject specific and freetext terms around the themes of automation, human-automation interaction, and task performance and error were used to search article databases. Of 13 821 retrieved papers, 74 met the inclusion criteria. User factors such as cognitive style, decision support systems (DSS), and task specific experience mediated AB, as did attitudinal driving factors such as trust and confidence. Environmental mediators included workload, task complexity, and time constraint, which pressurized cognitive resources. Mitigators of AB included implementation factors such as training and emphasizing user accountability, and DSS design factors such as the position of advice on the screen, updated confidence levels attached to DSS output, and the provision of information versus recommendation. By uncovering the mechanisms by which AB operates, this review aims to help optimize the clinical decision-making process for CDSS developers and healthcare practitioners."," *Attitude to Computers; *Automation; Aviation; *Decision Support Systems, Clinical; Humans; Task Performance and Analysis",-2,,
469,Tinoco,2011,Journal of the American Medical Informatics Association : JAMIA,Comparison of computerized surveillance and manual chart review for adverse events,"OBJECTIVE: To understand how the source of information affects different adverse event (AE) surveillance methods. DESIGN: Retrospective analysis of inpatient adverse drug events (ADEs) and hospital-associated infections (HAIs) detected by either a computerized surveillance system (CSS) or manual chart review (MCR). MEASUREMENT: Descriptive analysis of events detected using the two methods by type of AE, type of information about the AE, and sources of the information. RESULTS: CSS detected more HAIs than MCR (92% vs 34%); however, a similar number of ADEs was detected by both systems (52% vs 51%). The agreement between systems was greater for HAIs than ADEs (26% vs 3%). The CSS missed events that did not have information in coded format or that were described only in physician narratives. The MCR detected events missed by CSS using information in physician narratives. Discharge summaries were more likely to contain information about AEs than any other type of physician narrative, followed by emergency department reports for HAIs and general consult notes for ADEs. Some ADEs found by MCR were detected by CSS but not verified by a clinician. LIMITATIONS: Inability to distinguish between CSS false positives and suspected AEs for cases in which the clinician did not document their assessment in the CSS. CONCLUSION: The effect that information source has on different surveillance methods depends on the type of AE. Integrating information from physician narratives with CSS using natural language processing would improve the detection of ADEs more than HAIs.", Cross Infection/*prevention & control; Humans; Medical Audit/*methods; Medication Errors/*prevention & control; *Natural Language Processing; Population Surveillance/*methods; Retrospective Studies; Risk Management/*methods; Sensitivity and Specificity; Utah,-2,,
470,Geifman,2011,BMC bioinformatics,Towards an Age-Phenome Knowledge-base,"BACKGROUND: Currently, data about age-phenotype associations are not systematically organized and cannot be studied methodically. Searching for scientific articles describing phenotypic changes reported as occurring at a given age is not possible for most ages. RESULTS: Here we present the Age-Phenome Knowledge-base (APK), in which knowledge about age-related phenotypic patterns and events can be modeled and stored for retrieval. The APK contains evidence connecting specific ages or age groups with phenotypes, such as disease and clinical traits. Using a simple text mining tool developed for this purpose, we extracted instances of age-phenotype associations from journal abstracts related to non-insulin-dependent Diabetes Mellitus. In addition, links between age and phenotype were extracted from clinical data obtained from the NHANES III survey. The knowledge stored in the APK is made available for the relevant research community in the form of 'Age-Cards', each card holds the collection of all the information stored in the APK about a particular age. These Age-Cards are presented in a wiki, allowing community review, amendment and contribution of additional information. In addition to the wiki interaction, complex searches can also be conducted which require the user to have some knowledge of database query construction. CONCLUSIONS: The combination of a knowledge model based repository with community participation in the evolution and refinement of the knowledge-base makes the APK a useful and valuable environment for collecting and curating existing knowledge of the connections between age and phenotypes.", *Age Factors; *Data Mining; Humans; Knowledge; *Phenotype,-1,,
471,Wright,2011,Journal of the American Medical Informatics Association : JAMIA,A method and knowledge base for automated inference of patient problems from structured data in an electronic medical record,"BACKGROUND: Accurate knowledge of a patient's medical problems is critical for clinical decision making, quality measurement, research, billing and clinical decision support. Common structured sources of problem information include the patient problem list and billing data; however, these sources are often inaccurate or incomplete. OBJECTIVE: To develop and validate methods of automatically inferring patient problems from clinical and billing data, and to provide a knowledge base for inferring problems. STUDY DESIGN AND METHODS: We identified 17 target conditions and designed and validated a set of rules for identifying patient problems based on medications, laboratory results, billing codes, and vital signs. A panel of physicians provided input on a preliminary set of rules. Based on this input, we tested candidate rules on a sample of 100,000 patient records to assess their performance compared to gold standard manual chart review. The physician panel selected a final rule for each condition, which was validated on an independent sample of 100,000 records to assess its accuracy. RESULTS: Seventeen rules were developed for inferring patient problems. Analysis using a validation set of 100,000 randomly selected patients showed high sensitivity (range: 62.8-100.0%) and positive predictive value (range: 79.8-99.6%) for most rules. Overall, the inference rules performed better than using either the problem list or billing data alone. CONCLUSION: We developed and validated a set of rules for inferring patient problems. These rules have a variety of applications, including clinical decision support, care improvement, augmentation of the problem list, and identification of patients for research cohorts."," Algorithms; *Electronic Health Records; Humans; *Knowledge Bases; *Medical Records, Problem-Oriented; *Patient Care Management",-2,,
472,Carnevale,2011,Journal of the American Medical Informatics Association : JAMIA,Evaluating the utility of syndromic surveillance algorithms for screening to detect potentially clonal hospital infection outbreaks,"OBJECTIVE: The authors evaluated algorithms commonly used in syndromic surveillance for use as screening tools to detect potentially clonal outbreaks for review by infection control practitioners. DESIGN: Study phase 1 applied four aberrancy detection algorithms (CUSUM, EWMA, space-time scan statistic, and WSARE) to retrospective microbiologic culture data, producing a list of past candidate outbreak clusters. In phase 2, four infectious disease physicians categorized the phase 1 algorithm-identified clusters to ascertain algorithm performance. In phase 3, project members combined the algorithms to create a unified screening system and conducted a retrospective pilot evaluation. MEASUREMENTS: The study calculated recall and precision for each algorithm, and created precision-recall curves for various methods of combining the algorithms into a unified screening tool. RESULTS: Individual algorithm recall and precision ranged from 0.21 to 0.31 and from 0.053 to 0.29, respectively. Few candidate outbreak clusters were identified by more than one algorithm. The best method of combining the algorithms yielded an area under the precision-recall curve of 0.553. The phase 3 combined system detected all infection control-confirmed outbreaks during the retrospective evaluation period. LIMITATIONS: Lack of phase 2 reviewers' agreement indicates that subjective expert review was an imperfect gold standard. Less conservative filtering of culture results and alternate parameter selection for each algorithm might have improved algorithm performance. CONCLUSION: Hospital outbreak detection presents different challenges than traditional syndromic surveillance. Nevertheless, algorithms developed for syndromic surveillance have potential to form the basis of a combined system that might perform clinically useful hospital outbreak screening."," *Algorithms; Bacterial Infections/epidemiology/prevention & control; Cells, Cultured/microbiology; Cross Infection/epidemiology/*prevention & control; Disease Outbreaks/*prevention & control; Humans; *Infection Control; *Pattern Recognition, Automated; Population Surveillance/*methods; Reproducibility of Results; Retrospective Studies; Sensitivity and Specificity",-2,,
473,Doing-Harris,2011,Journal of medical Internet research,Computer-assisted update of a consumer health vocabulary through mining of social network data,"BACKGROUND: Consumer health vocabularies (CHVs) have been developed to aid consumer health informatics applications. This purpose is best served if the vocabulary evolves with consumers' language. OBJECTIVE: Our objective was to create a computer assisted update (CAU) system that works with live corpora to identify new candidate terms for inclusion in the open access and collaborative (OAC) CHV. METHODS: The CAU system consisted of three main parts: a Web crawler and an HTML parser, a candidate term filter that utilizes natural language processing tools including term recognition methods, and a human review interface. In evaluation, the CAU system was applied to the health-related social network website PatientsLikeMe.com. The system's utility was assessed by comparing the candidate term list it generated to a list of valid terms hand extracted from the text of the crawled webpages. RESULTS: The CAU system identified 88,994 unique terms 1- to 7-grams (""n-grams"" are n consecutive words within a sentence) in 300 crawled PatientsLikeMe.com webpages. The manual review of the crawled webpages identified 651 valid terms not yet included in the OAC CHV or the Unified Medical Language System (UMLS) Metathesaurus, a collection of vocabularies amalgamated to form an ontology of medical terms, (ie, 1 valid term per 136.7 candidate n-grams). The term filter selected 774 candidate terms, of which 237 were valid terms, that is, 1 valid term among every 3 or 4 candidates reviewed. CONCLUSION: The CAU system is effective for generating a list of candidate terms for human review during CHV development."," Biomedical Research; *Computers; *Consumer Health Information; *Data Mining; Humans; Natural Language Processing; *Social Support; *Vocabulary; Vocabulary, Controlled",-1,,
474,Rocha,2013,International journal of medical informatics,Innovations in health care services: the CAALYX system,"PURPOSE: This paper describes proposed health care services innovations, provided by a system called CAALYX (Complete Ambient Assisted Living eXperiment). CAALYX aimed to provide healthcare innovation by extending the state-of-the-art in tele-healthcare, by focusing on increasing the confidence of elderly people living autonomously, by building on the knowledge base of the most common disorders and respective characteristic vital sign changes for this age group. METHODS: A review of the state-of-the-art on health care services was carried out. Then, extensive research was conducted on the particular needs of the elderly in relation to home health services that, if offered to them, could improve their day life by giving them greater confidence and autonomy. To achieve this, we addressed issues associated with the gathering of clinical data and interpretation of these data, as well as possibilities of automatically triggering appropriate clinical measures. Considering this initial work we started the identification of initiatives, ongoing works and technologies that could be used for the development of the system. After that, the implementation of CAALYX was done. FINDINGS: The innovation in CAALYX system considers three main areas of contribution: (i) The Roaming Monitoring System that is used to collect information on the well-being of the elderly users; (ii) The Home Monitoring System that is aimed at helping the elders independently living at home being implemented by a device (a personal computer or a set top box) that supports the connection of sensors and video cameras that may be used for monitoring and for interaction with the elder; (iii) The Central Care Service and Monitoring System that is implemented by a Caretaker System where attention and care services are provided to elders, where actors as Caretakers, Doctors and Relatives are logically linked to elders. Innovations in each of these areas are presented here. CONCLUSIONS: The ageing European society is placing an added burden on future generations, as the 'elderly-to-working-age-people' ratio is set to steadily increase in the future. Nowadays, quality of life and fitness allows for most older persons to have an active life well into their eighties. Furthermore, many older persons prefer to live in their own house and choose their own lifestyle. The CAALYX system can have a clear impact in increasing older persons' autonomy, by ensuring that they do not need to leave their preferred environment in order to be properly monitored and taken care of.", Accidental Falls; Aged; Assisted Living Facilities/*organization & administration; Computer Security; Electronic Health Records; Humans; *Organizational Innovation; Surveys and Questionnaires; Systems Integration; Ambient Assisted Living; Caalyx; Caretaker site; Elderly healthcare; Fall and mobility sensor; Home System; Location-based system; Observation patterns; Personal area network; Sensor network; eHealth; eInclusion,-2,,
475,Bowden,2011,BMC medical research methodology,"Quantifying, displaying and accounting for heterogeneity in the meta-analysis of RCTs using standard and generalised Q statistics","BACKGROUND: Clinical researchers have often preferred to use a fixed effects model for the primary interpretation of a meta-analysis. Heterogeneity is usually assessed via the well known Q and I2 statistics, along with the random effects estimate they imply. In recent years, alternative methods for quantifying heterogeneity have been proposed, that are based on a 'generalised' Q statistic. METHODS: We review 18 IPD meta-analyses of RCTs into treatments for cancer, in order to quantify the amount of heterogeneity present and also to discuss practical methods for explaining heterogeneity. RESULTS: Differing results were obtained when the standard Q and I2 statistics were used to test for the presence of heterogeneity. The two meta-analyses with the largest amount of heterogeneity were investigated further, and on inspection the straightforward application of a random effects model was not deemed appropriate. Compared to the standard Q statistic, the generalised Q statistic provided a more accurate platform for estimating the amount of heterogeneity in the 18 meta-analyses. CONCLUSIONS: Explaining heterogeneity via the pre-specification of trial subgroups, graphical diagnostic tools and sensitivity analyses produced a more desirable outcome than an automatic application of the random effects model. Generalised Q statistic methods for quantifying and adjusting for heterogeneity should be incorporated as standard into statistical software. Software is provided to help achieve this aim."," Analysis of Variance; Clinical Trials as Topic; *Data Interpretation, Statistical; Humans; *Meta-Analysis as Topic; Neoplasms/therapy; *Randomized Controlled Trials as Topic; Statistics as Topic",-2,,
476,Cuggia,2011,International journal of medical informatics,Comparing semi-automatic systems for recruitment of patients to clinical trials,"OBJECTIVES: (i) To review contributions and limitations of decision support systems for automatic recruitment of patients to clinical trials (Clinical Trial Recruitment Support Systems, CTRSS). (ii) To characterize the important features of this domain, the main classes of approach that have been used, and their advantages and disadvantages. (iii) To assess the effectiveness and potential of such systems in improving trial recruitment rates. DATA SOURCES: A systematic MESH keyword-based search of Pubmed, Embase, and Scholar Google for relevant CTRSS publications from January 1st 1998 to August 31st 2009 yielded 73 references, from which 33 relevant papers describing 28 distinct studies were chosen for review, based on their report of a novel decision support system for trial recruitment which reused already available patient data. METHOD: The reviewed papers were classified using a modified version of an existing taxonomy for clinical decision support systems, using 10 axes relevant to the trial recruitment domain. RESULTS: It proved possible and useful to characterize CTRSS on a relatively small number of dimensions and a number of clear trends emerge from the study. Only nine papers reported a useful evaluation of the effectiveness of the system in terms of trial pre-inclusion or enrolment rate. While all the systems reviewed re-use structured and coded patient data none attempts the more difficult task of using unstructured patient notes to pre-screen for trial inclusion. Few studies address acceptance of systems by clinicians, or integration into clinical workflow, and there is little evidence of use of interoperability standards. CONCLUSIONS: System design, scope, and assessment methodology vary significantly between papers, making it difficult to establish the impact of different approaches on recruitment rate. It is clear, however, that the pre-screening phase of trial recruitment is the most effective part of the process to address with CTRSS, that clinical workflow integration and clinician acceptance are critical for this class of decision support, and that the current trends in this field are towards generalization and scalability."," Automation; *Clinical Trials as Topic; *Decision Support Systems, Clinical; Humans; *Patient Selection",-2,,
477,Mpindi,2011,PloS one,GTI: a novel algorithm for identifying outlier gene expression profiles from integrated microarray datasets,"BACKGROUND: Meta-analysis of gene expression microarray datasets presents significant challenges for statistical analysis. We developed and validated a new bioinformatic method for the identification of genes upregulated in subsets of samples of a given tumour type ('outlier genes'), a hallmark of potential oncogenes. METHODOLOGY: A new statistical method (the gene tissue index, GTI) was developed by modifying and adapting algorithms originally developed for statistical problems in economics. We compared the potential of the GTI to detect outlier genes in meta-datasets with four previously defined statistical methods, COPA, the OS statistic, the t-test and ORT, using simulated data. We demonstrated that the GTI performed equally well to existing methods in a single study simulation. Next, we evaluated the performance of the GTI in the analysis of combined Affymetrix gene expression data from several published studies covering 392 normal samples of tissue from the central nervous system, 74 astrocytomas, and 353 glioblastomas. According to the results, the GTI was better able than most of the previous methods to identify known oncogenic outlier genes. In addition, the GTI identified 29 novel outlier genes in glioblastomas, including TYMS and CDKN2A. The over-expression of these genes was validated in vivo by immunohistochemical staining data from clinical glioblastoma samples. Immunohistochemical data were available for 65% (19 of 29) of these genes, and 17 of these 19 genes (90%) showed a typical outlier staining pattern. Furthermore, raltitrexed, a specific inhibitor of TYMS used in the therapy of tumour types other than glioblastoma, also effectively blocked cell proliferation in glioblastoma cell lines, thus highlighting this outlier gene candidate as a potential therapeutic target. CONCLUSIONS/SIGNIFICANCE: Taken together, these results support the GTI as a novel approach to identify potential oncogene outliers and drug targets. The algorithm is implemented in an R package (Text S1)."," *Algorithms; Astrocytoma/genetics; Brain Neoplasms/genetics; Computational Biology/*methods; Data Interpretation, Statistical; Gene Expression Profiling/methods/*statistics & numerical data; Genetic Association Studies/methods; Glioblastoma/genetics; Humans; Microarray Analysis/methods/*statistics & numerical data; Models, Theoretical; Pattern Recognition, Automated/methods; Software; Tumor Cells, Cultured",-1,,
478,Thomas,2011,Research synthesis methods,Applications of text mining within systematic reviews,"Systematic reviews are a widely accepted research method. However, it is increasingly difficult to conduct them to fit with policy and practice timescales, particularly in areas which do not have well indexed, comprehensive bibliographic databases. Text mining technologies offer one possible way forward in reducing the amount of time systematic reviews take to conduct. They can facilitate the identification of relevant literature, its rapid description or categorization, and its summarization. In this paper, we describe the application of four text mining technologies, namely, automatic term recognition, document clustering, classification and summarization, which support the identification of relevant studies in systematic reviews. The contributions of text mining technologies to improve reviewing efficiency are considered and their strengths and weaknesses explored. We conclude that these technologies do have the potential to assist at various stages of the review process. However, they are relatively unknown in the systematic reviewing community, and substantial evaluation and methods development are required before their possible impact can be fully assessed. Copyright (c) 2011 John Wiley & Sons, Ltd.", automatic summarization; document classification; document clustering; research synthesis; screening; searching; systematic review; term recognition; text mining,2,,
479,White,2011,Studies in health technology and informatics,Use of ontologies for monitoring electronic health records for compliance with clinical practice guidelines,"Ontologies can assist with translating information from an electronic health record to a clinical practice guideline and reformatting it into a compliance report. A 2009 literature search reviews publications on the use of ontologies to support automated reporting of compliance with clinical practice guidelines via electronic health records. Research stage, data-pulling capabilities, ontologies used, and issues raised are some of the comparative data pulled from 13 articles from the literature review results. Suggestions for further research are given."," Electronic Health Records/*organization & administration; *Guideline Adherence; *Practice Guidelines as Topic; *Vocabulary, Controlled",-2,,
480,Goddard,2011,Studies in health technology and informatics,Automation bias - a hidden issue for clinical decision support system use,"Automation bias - the tendency to over-rely on automation - has been studied in a variety of academic fields. Clinical Decision Support Systems aim to benefit the clinical decision making process. Although most research shows overall improved performance with use, there is often a failure to recognize the new errors that CDSS can introduce, and the healthcare field has a gap in this research. This paper outlines some of the most compelling theoretical factors in the literature involved in automation bias, and builds a simple model to be tested empirically. Ultimately, this will uncover the mechanisms by which this bias operates and help CDSS producers and healthcare practitioners optimize the medical decision making process."," *Attitude to Computers; Automation; Cognition; Decision Support Systems, Clinical/*statistics & numerical data; Health Personnel/psychology; Humans; *Medical Errors",-2,,
481,Goddard,2011,Studies in health technology and informatics,Decision support and automation bias: methodology and preliminary results of a systematic review,"Automation bias - or a tendency to over-rely on automation - is a subject which has been studied in a variety of academic fields. Clinical Decision Support Systems (CDSS) aim to benefit the clinical decision making process. Although most research shows overall improved performance with use, there is often a failure to recognize the new errors that CDSS can introduce, and as such the healthcare field has a gap in this research. This paper summarizes the methodology and preliminary results of a systematic review over a broad range of fields into the effects of over-reliance on automation. Results indicate that though automation bias is a significant phenomenon, it is not well defined, and there is a gap in the research which must be addressed to optimize the use of decision support."," *Attitude to Computers; Automation; Decision Support Systems, Clinical/*statistics & numerical data; Health Personnel/*psychology; Humans",-2,,
482,Fernandez-Luque,2011,Journal of medical Internet research,Review of extracting information from the Social Web for health personalization,"In recent years the Web has come into its own as a social platform where health consumers are actively creating and consuming Web content. Moreover, as the Web matures, consumers are gaining access to personalized applications adapted to their health needs and interests. The creation of personalized Web applications relies on extracted information about the users and the content to personalize. The Social Web itself provides many sources of information that can be used to extract information for personalization apart from traditional Web forms and questionnaires. This paper provides a review of different approaches for extracting information from the Social Web for health personalization. We reviewed research literature across different fields addressing the disclosure of health information in the Social Web, techniques to extract that information, and examples of personalized health applications. In addition, the paper includes a discussion of technical and socioethical challenges related to the extraction of information for health personalization.", Community Networks; Data Mining; Electronic Health Records; *Health Communication; *Health Education; Humans; *Information Storage and Retrieval; *Internet; *Medical Informatics; Natural Language Processing; Online Systems; *Social Support,-2,,
483,Rosenbloom,2011,Journal of the American Medical Informatics Association : JAMIA,Data from clinical notes: a perspective on the tension between structure and flexible documentation,"Clinical documentation is central to patient care. The success of electronic health record system adoption may depend on how well such systems support clinical documentation. A major goal of integrating clinical documentation into electronic heath record systems is to generate reusable data. As a result, there has been an emphasis on deploying computer-based documentation systems that prioritize direct structured documentation. Research has demonstrated that healthcare providers value different factors when writing clinical notes, such as narrative expressivity, amenability to the existing workflow, and usability. The authors explore the tension between expressivity and structured clinical documentation, review methods for obtaining reusable data from clinical notes, and recommend that healthcare providers be able to choose how to document patient care based on workflow and note content needs. When reusable data are needed from notes, providers can use structured documentation or rely on post-hoc text processing to produce structured data, as appropriate."," Data Mining; *Documentation; Efficiency, Organizational; *Electronic Health Records; *Forms and Records Control; Humans; Medical Records, Problem-Oriented; Natural Language Processing; Reference Standards; Systems Integration; Workflow",-1,,
484,Kreiner,2010,Studies in health technology and informatics,Feasibility of a mobile anticoagulation telemedicine system using automated decision support,"Anticoagulation is necessary for many patients after implantation of mechanical heart valves. In order to reduce the number of visits to a physician for the review of INR values, we propose a telemedicine system based on mobile phones for patients and physicians. Physicians are furthermore supported by a decision support system offering recommendations for therapy adjustments."," Anticoagulants/*therapeutic use; Cell Phone/*instrumentation; *Decision Support Systems, Clinical; Feasibility Studies; Humans; Telemedicine/*methods",-2,,
485,Ahmadian,2011,International journal of medical informatics,The role of standardized data and terminological systems in computerized clinical decision support systems: literature review and survey,"INTRODUCTION: Clinical decision support systems (CDSSs) should be seamlessly integrated with existing clinical information systems to enable automatic provision of advice at the time and place where decisions are made. It has been suggested that a lack of agreed data standards frequently hampers this integration. We performed a literature review to investigate whether CDSSs used standardized (i.e. coded or numerical) data and which terminological systems have been used to code data. We also investigated whether a lack of standardized data was considered an impediment for CDSS implementation. METHODS: Articles reporting an evaluation of a CDSS that provided a computerized advice based on patient-specific data items were identified based on a former literature review on CDSS and on CDSS studies identified in AMIA's 'Year in Review'. Authors of these articles were contacted to check and complete the extracted data. A questionnaire among the authors of included studies was used to determine the obstacles in CDSS implementation. RESULTS: We identified 77 articles published between 1995 and 2008. Twenty-two percent of the evaluated CDSSs used only numerical data. Fifty one percent of the CDSSs that used coded data applied an international terminology. The most frequently used international terminology were the ICD (International Classification of Diseases), used in 68% of the cases and LOINC (Logical Observation Identifiers Names and Codes) in 12% of the cases. More than half of the authors experienced barriers in CDSS implementation. In most cases these barriers were related to the lack of electronically available standardized data required to invoke or activate the CDSS. CONCLUSION: Many CDSSs applied different terminological systems to code data. This diversity hampers the possibility of sharing and reasoning with data within different systems. The results of the survey confirm the hypothesis that data standardization is a critical success factor for CDSS development."," Clinical Trials as Topic; *Decision Making, Computer-Assisted; Decision Support Systems, Clinical/*standards; Humans; Review Literature as Topic; *Terminology as Topic",-2,,
486,Frunza,2011,Artificial intelligence in medicine,Exploiting the systematic review protocol for classification of medical abstracts,"OBJECTIVE: To determine whether the automatic classification of documents can be useful in systematic reviews on medical topics, and specifically if the performance of the automatic classification can be enhanced by using the particular protocol of questions employed by the human reviewers to create multiple classifiers. METHODS AND MATERIALS: The test collection is the data used in large-scale systematic review on the topic of the dissemination strategy of health care services for elderly people. From a group of 47,274 abstracts marked by human reviewers to be included in or excluded from further screening, we randomly selected 20,000 as a training set, with the remaining 27,274 becoming a separate test set. As a machine learning algorithm we used complement naive Bayes. We tested both a global classification method, where a single classifier is trained on instances of abstracts and their classification (i.e., included or excluded), and a novel per-question classification method that trains multiple classifiers for each abstract, exploiting the specific protocol (questions) of the systematic review. For the per-question method we tested four ways of combining the results of the classifiers trained for the individual questions. As evaluation measures, we calculated precision and recall for several settings of the two methods. It is most important not to exclude any relevant documents (i.e., to attain high recall for the class of interest) but also desirable to exclude most of the non-relevant documents (i.e., to attain high precision on the class of interest) in order to reduce human workload. RESULTS: For the global method, the highest recall was 67.8% and the highest precision was 37.9%. For the per-question method, the highest recall was 99.2%, and the highest precision was 63%. The human-machine workflow proposed in this paper achieved a recall value of 99.6%, and a precision value of 17.8%. CONCLUSION: The per-question method that combines classifiers following the specific protocol of the review leads to better results than the global method in terms of recall. Because neither method is efficient enough to classify abstracts reliably by itself, the technology should be applied in a semi-automatic way, with a human expert still involved. When the workflow includes one human expert and the trained automatic classifier, recall improves to an acceptable level, showing that automatic classification techniques can reduce the human workload in the process of building a systematic review."," *Abstracting and Indexing as Topic; Aged; Aged, 80 and over; Algorithms; *Artificial Intelligence; *Bibliometrics; *Data Mining; *Databases, Bibliographic; Evidence-Based Medicine; Health Services for the Aged; Humans; Pattern Recognition, Automated; Publications/*classification; *Systematic Reviews as Topic; Workflow",2,,
